transaction_id,customer_id,account_id,customer_name,customer_email,account_age_days,timestamp,amount,currency,merchant_category,merchant_id,channel,device_id,ip_country,home_country,is_new_device,destination_account_age_days,label,attack_type
txn_30a0103506cb42,cust_79e55c145d,acc_f0ee09c29905,Pooja Joshi,pooja.joshi479@yahoo.com,1178,2026-06-21T11:36:08,12.68,USD,healthcare,merch_d2741e25,card_present,dev_8rtig7zd9b,AE,AE,False,,0,
txn_9ca74fedc95c4d,cust_012e1f1e95,acc_c263517c4af8,Rohan Kapoor,rohan.kapoor202@proton.me,1180,2026-06-21T11:36:59,20.02,INR,entertainment,merch_16f556fc,card_not_present,dev_6ag3u1swyu,SG,IN,True,,0,
txn_ed0f84ac8f7a44,cust_d841700840,acc_3e0d1d608684,Kabir Mehta,kabir.mehta6@yahoo.com,1302,2026-06-21T11:41:19,8.83,USD,ecommerce_general,merch_b9805e00,card_not_present,dev_wah3qo2cnq,AE,AE,False,,0,
txn_9dc050eca76a4b,cust_1a61531960,acc_3e255a65681d,Aarav Singh,aarav.singh29@outlook.com,2342,2026-06-21T11:49:02,27.0,INR,apparel,merch_42a1c0f1,card_not_present,dev_d1gvknzrvq,IN,IN,False,,0,
txn_f41f44b727f549,cust_4aeb1cb870,acc_d03b2fff2121,Ananya Sharma,ananya.sharma753@proton.me,589,2026-06-21T11:50:45,5.27,USD,entertainment,merch_cb96695c,card_present,dev_5koc463nfz,SG,SG,False,,0,
txn_06dc338d0bcc4f,cust_0cec0925a1,acc_5066eae0ce6c,Simran Sharma,simran.sharma576@outlook.com,2374,2026-06-21T11:53:34,6.03,INR,grocery,merch_71442273,card_not_present,dev_lopo6j0m3l,IN,IN,False,,0,
txn_e862a74921e44a,cust_b3dc706612,acc_3de8ffdd31cf,Rahul Rao,rahul.rao279@proton.me,253,2026-06-21T11:56:48,22.21,INR,entertainment,merch_6367d0da,card_present,dev_2m6jnokyw6,IN,IN,False,,0,
txn_5d659a707f5746,cust_93806c2a78,acc_893c13e30693,Kabir Patel,kabir.patel234@yahoo.com,1048,2026-06-21T11:58:57,27.67,USD,grocery,merch_f51e1640,card_not_present,dev_u2slz2c11u,AE,AE,False,,0,
txn_9db09774a0c64d,cust_8b0a6e305f,acc_cf7629b74477,Aditya Rao,aditya.rao973@outlook.com,1068,2026-06-21T12:02:18,56.43,INR,grocery,merch_c812317e,card_not_present,dev_o3td3abeg1,IN,IN,False,,0,
txn_0cbeb8f4bc2b47,cust_0ac50a1ea0,acc_9e9628aefe2d,Meera Iyer,meera.iyer521@gmail.com,1626,2026-06-21T12:06:00,53.06,USD,ecommerce_general,merch_85f4d614,card_not_present,dev_anp8dmlc8x,SG,SG,False,,0,
txn_f55752c59bf24b,cust_ddd354e56e,acc_4e5f2fbd5449,Simran Reddy,simran.reddy420@gmail.com,1367,2026-06-21T12:12:57,69.44,USD,grocery,merch_d7572328,card_not_present,dev_0zcmhfmtgd,US,US,False,,0,
txn_3676ca6e15f84f,cust_134d7ee87a,acc_ceeded0a695d,Neha Nair,neha.nair733@outlook.com,529,2026-06-21T12:15:33,34.53,USD,food_delivery,merch_4e51a2bb,card_present,dev_a8v4x7y2it,GB,GB,False,,0,
txn_ce3a29d2a5b340,cust_3f52fe08e9,acc_707b433ce9ef,Kabir Reddy,kabir.reddy801@gmail.com,2083,2026-06-21T12:20:51,5.1,INR,ecommerce_general,merch_e5ab0527,card_not_present,dev_rs1wvpfg5d,IN,IN,False,,0,
txn_25cc5e7af60c4c,cust_03d1421afb,acc_b887be703b55,Rahul Patel,rahul.patel747@outlook.com,2357,2026-06-21T12:22:06,12.78,INR,entertainment,merch_17c26abe,card_present,dev_pjhsg04ajm,IN,IN,False,,0,
txn_473e5b94a7c242,cust_67ba792c5f,acc_8e1e910f77c6,Aarav Iyer,aarav.iyer830@gmail.com,1889,2026-06-21T12:22:24,8.96,USD,grocery,merch_15589d61,card_present,dev_ckhdy4qf1a,IN,US,True,,0,
txn_f0c4b9d9891c4b,cust_d6ce4852a7,acc_cbb30094caba,Dev Iyer,dev.iyer805@gmail.com,627,2026-06-21T12:37:35,10.08,INR,fuel,merch_afe97ed9,card_present,dev_dg3tja622d,IN,IN,False,,0,
txn_60dfa791147d4a,cust_3ce5af7a6a,acc_e38aee506177,Aarav Kapoor,aarav.kapoor865@yahoo.com,1835,2026-06-21T12:42:37,9.59,USD,grocery,merch_3b345f2e,card_present,dev_v8prcmzz3t,SG,SG,False,,0,
txn_44818d0aca2540,cust_00e4604232,acc_bba8a8c1eead,Saanvi Rao,saanvi.rao700@outlook.com,111,2026-06-21T12:47:56,15.78,USD,apparel,merch_ccd5eaf3,app_transfer,dev_7vz2qz9d46,US,US,False,,0,
txn_1b33f9d39da94e,cust_e29692421c,acc_e06313452426,Pooja Kapoor,pooja.kapoor363@gmail.com,1661,2026-06-21T12:51:25,8.85,INR,food_delivery,merch_ac956293,card_present,dev_tc0d6qj2on,IN,IN,False,,0,
txn_eac8f9c01b4d4e,cust_0d9f69055d,acc_2a368a3454b5,Saanvi Gupta,saanvi.gupta295@gmail.com,1698,2026-06-21T12:57:25,8.76,USD,grocery,merch_23ebe146,card_present,dev_n5tppnuepd,US,US,False,,0,
txn_1f63c4a672cb4a,cust_e66489dfbc,acc_90230fba5e82,Vivaan Nair,vivaan.nair161@outlook.com,1345,2026-06-21T13:07:10,12.62,INR,ecommerce_general,merch_018da750,card_present,dev_4vg9z2abpt,IN,IN,False,,0,
txn_05f97326036941,cust_a69aec70df,acc_dd1f43e5aee5,Kabir Sharma,kabir.sharma251@gmail.com,588,2026-06-21T13:12:12,2.12,INR,entertainment,merch_333c0517,card_not_present,dev_kpk7fvu3f0,IN,IN,False,,0,
txn_1db55692d2094d,cust_b2d158f3b3,acc_3e12944f102f,Aarav Patel,aarav.patel524@proton.me,741,2026-06-21T13:14:03,46.51,INR,utilities,merch_8f35967b,app_transfer,dev_9qoyjsazid,IN,IN,False,,0,
txn_b92448a045d44c,cust_d5030bd396,acc_e30782fc4e18,Aarav Mehta,aarav.mehta40@gmail.com,2285,2026-06-21T13:27:04,21.39,USD,utilities,merch_18c47828,app_transfer,dev_abmexldwth,US,US,False,,0,
txn_ee29b4cd7c3540,cust_688a612b5a,acc_606282e8b485,Rohan Kapoor,rohan.kapoor239@gmail.com,963,2026-06-21T13:27:32,32.76,INR,food_delivery,merch_9727a617,card_not_present,dev_bovcb1yntp,IN,IN,False,,0,
txn_6222c823222548,cust_17f2b09915,acc_9883a31b07e1,Vivaan Khan,vivaan.khan805@proton.me,1168,2026-06-21T13:28:05,9.06,INR,fuel,merch_9d07bd90,app_transfer,dev_sk35hxdoc9,IN,IN,False,,0,
txn_9def5e3dc7b149,cust_4c830861a6,acc_b78569ac1265,Saanvi Verma,saanvi.verma657@yahoo.com,1433,2026-06-21T13:33:22,16.98,USD,entertainment,merch_fc5d6e25,app_transfer,dev_fm7deycxdg,SG,SG,False,,0,
txn_2a8d489adecd43,cust_aa3ea4db5e,acc_1fb1d8302b66,Myra Nair,myra.nair927@yahoo.com,1814,2026-06-21T13:38:20,11.66,USD,ecommerce_general,merch_1485067c,card_present,dev_zsooukiw8x,SG,SG,False,,0,
txn_f27cf0bef75f42,cust_edb1d2b922,acc_ddb487b6e7c5,Simran Kapoor,simran.kapoor904@yahoo.com,1595,2026-06-21T13:51:52,55.66,INR,utilities,merch_5650c91f,card_not_present,dev_jw9bfc0xef,IN,IN,False,,0,
txn_f294dc7b924649,cust_ddd354e56e,acc_4e5f2fbd5449,Simran Reddy,simran.reddy420@gmail.com,1367,2026-06-21T13:59:26,231.09,USD,grocery,merch_710857c1,card_not_present,dev_0zcmhfmtgd,US,US,False,,0,
txn_1e1e36e7d93047,cust_3b441f103c,acc_c6dd4cefe329,Ananya Mehta,ananya.mehta766@outlook.com,1634,2026-06-21T14:00:37,11.68,INR,entertainment,merch_832a58da,card_not_present,dev_2u4x7x8w43,IN,IN,False,,0,
txn_3e78587efcf44b,cust_467fabdbe1,acc_57e9586df3a8,Diya Sharma,diya.sharma929@gmail.com,578,2026-06-21T14:01:12,29.6,INR,fuel,merch_a0ca7d08,card_present,dev_jqrjdod4p4,IN,IN,False,,0,
txn_4fbdd480dbdb45,cust_073c0753e2,acc_d3a1551b6591,Simran Singh,simran.singh704@proton.me,714,2026-06-21T14:04:19,18.6,INR,travel,merch_63f280c3,card_not_present,dev_iko4busu9f,IN,IN,False,,0,
txn_73a70f90a56d4c,cust_a485049a30,acc_3d698fe2d3f0,Pooja Nair,pooja.nair490@proton.me,1742,2026-06-21T14:04:47,10.0,INR,grocery,merch_19e6493c,app_transfer,dev_jek91kegj5,IN,IN,False,,0,
txn_79737374c08242,cust_c5095223a8,acc_e876572ca571,Kabir Gupta,kabir.gupta930@gmail.com,870,2026-06-21T14:05:34,9.55,INR,food_delivery,merch_47954fc5,card_present,dev_v5itmtjleg,IN,IN,False,,0,
txn_75af6abeb00248,cust_36525a40d9,acc_1467a2165542,Myra Das,myra.das923@proton.me,1372,2026-06-21T14:06:44,56.9,INR,electronics,merch_e851c65d,card_present,dev_esr14grhdl,IN,IN,False,,0,
txn_ac871eff5d5b4d,cust_4df467096a,acc_608a4a0c2524,Aarav Nair,aarav.nair670@yahoo.com,1740,2026-06-21T14:07:08,186.63,USD,electronics,merch_961f6055,card_not_present,dev_i0hivtq3md,AE,AE,False,,0,
txn_82b59b0953384f,cust_c689b91a02,acc_9fca8d1eda0a,Simran Nair,simran.nair870@outlook.com,2395,2026-06-21T14:08:14,6.72,INR,food_delivery,merch_af43ce16,app_transfer,dev_kpvi2c7rwe,IN,IN,False,,0,
txn_5d6abe0f42ca44,cust_ed35a38d6e,acc_4bbf50557a44,Myra Iyer,myra.iyer651@gmail.com,1766,2026-06-21T14:08:22,13.02,USD,fuel,merch_5ae0c290,app_transfer,dev_oldc08fc0t,SG,SG,False,,0,
txn_fc74f7e0a21a46,cust_314951a842,acc_869801597946,Diya Iyer,diya.iyer259@proton.me,69,2026-06-21T14:08:25,52.74,INR,electronics,merch_3394aedb,card_not_present,dev_vw3w11kfrv,IN,IN,False,,0,
txn_66926670bdce46,cust_a79f467480,acc_4f2cc685b05d,Sana Patel,sana.patel681@yahoo.com,75,2026-06-21T14:15:38,110.79,INR,fuel,merch_779975b5,app_transfer,dev_9njc2gouif,IN,IN,False,,0,
txn_ed1e7109d99d43,cust_3fcd50af70,acc_62cd883ff612,Karan Khan,karan.khan286@gmail.com,474,2026-06-21T14:19:06,17.59,USD,entertainment,merch_5698466b,card_present,dev_kxo9t7e8g8,SG,SG,False,,0,
txn_3b3606725af04a,cust_e8a4c50bc0,acc_a103ac933ef1,Ishaan Verma,ishaan.verma148@proton.me,1277,2026-06-21T14:20:54,19.25,USD,entertainment,merch_c5d93581,app_transfer,dev_90f8nuix6h,GB,GB,False,,0,
txn_d02c6b2ad4db40,cust_0be1618441,acc_0f132d52eab6,Arjun Kapoor,arjun.kapoor659@yahoo.com,1112,2026-06-21T14:39:42,90.15,INR,fuel,merch_ac4371ff,card_present,dev_w19jojwlrk,IN,IN,False,,0,
txn_283445db474e42,cust_3103651e06,acc_be11fa1893e7,Rahul Verma,rahul.verma782@gmail.com,162,2026-06-21T14:42:09,9.26,INR,grocery,merch_687fccd3,card_not_present,dev_gd9ds7a04e,IN,IN,False,,0,
txn_4ba58f22bb714c,cust_853f29292a,acc_479a93d1909a,Myra Kapoor,myra.kapoor372@gmail.com,885,2026-06-21T14:51:26,179.1,INR,travel,merch_73dfacf0,card_not_present,dev_nnqpnji8fg,SG,IN,True,,0,
txn_c35a649dc96748,cust_85a55af3a4,acc_93cb2a346aad,Meera Nair,meera.nair375@yahoo.com,763,2026-06-21T14:57:17,26.18,INR,fuel,merch_78304add,card_not_present,dev_uc4lr9cm19,IN,IN,False,,0,
txn_38fcda0239fe48,cust_ab6f99df41,acc_e4f308c04ba7,Ishaan Iyer,ishaan.iyer86@yahoo.com,364,2026-06-21T15:01:09,12.67,INR,fuel,merch_53749319,app_transfer,dev_6fp8hqmabs,IN,IN,False,,0,
txn_58f96847aaa147,cust_21fd918684,acc_cda2cb252fa1,Ishaan Gupta,ishaan.gupta349@yahoo.com,2359,2026-06-21T15:06:01,13.64,USD,grocery,merch_57919754,card_present,dev_zph9fc69q0,SG,SG,False,,0,
txn_2e6ef92751084f,cust_468eb7199b,acc_12dff0b25c93,Karan Kapoor,karan.kapoor203@outlook.com,125,2026-06-21T15:09:32,37.2,INR,ecommerce_general,merch_8aa3fed4,wire,dev_toz5sthslm,IN,IN,False,,0,
txn_0397fdacee324b,cust_e1bef96f0e,acc_14e2372530ed,Myra Sharma,myra.sharma5@yahoo.com,415,2026-06-21T15:11:11,59.48,INR,ecommerce_general,merch_6af75bdf,card_present,dev_56lecfdmil,IN,IN,False,,0,
txn_61f1e97b595d40,cust_db9e8cb7a6,acc_104e6a0c5bde,Simran Das,simran.das560@gmail.com,1827,2026-06-21T15:18:04,8.3,INR,entertainment,merch_338eb552,card_present,dev_y80tgh3sm6,IN,IN,False,,0,
txn_26ff4ad949f940,cust_dcc1ff818e,acc_453a8dae44ef,Vivaan Reddy,vivaan.reddy870@yahoo.com,367,2026-06-21T15:21:28,16.64,INR,grocery,merch_2ef51e55,card_present,dev_pvsblvqreh,IN,IN,True,,0,
txn_fb2d26a351864d,cust_853f29292a,acc_479a93d1909a,Myra Kapoor,myra.kapoor372@gmail.com,885,2026-06-21T15:25:07,113.43,INR,travel,merch_6e1a080a,app_transfer,dev_hd1yujedod,IN,IN,False,,0,
txn_a50b215af3f845,cust_483e9d1772,acc_12b6ae0711b7,Aarav Sharma,aarav.sharma276@proton.me,1980,2026-06-21T15:26:46,17.76,INR,fuel,merch_50bfd039,card_not_present,dev_f07ughp72a,IN,IN,False,,0,
txn_253db7c77efb42,cust_46646c631f,acc_3c9f6de3cc85,Simran Joshi,simran.joshi885@outlook.com,473,2026-06-21T15:31:15,6.99,USD,grocery,merch_b1e16f5b,card_not_present,dev_1m00lqrl9c,SG,SG,False,,0,
txn_d30eb950ae4f43,cust_3debfb69fe,acc_3ea7502250a7,Saanvi Sharma,saanvi.sharma234@proton.me,316,2026-06-21T15:36:07,13.99,USD,entertainment,merch_adbb78c0,app_transfer,dev_hn0pjjhb0n,IN,US,True,,0,
txn_04b1b7ae041a4c,cust_f483f20aea,acc_c4bf12b075ea,Aditya Verma,aditya.verma936@outlook.com,1739,2026-06-21T15:36:28,8.79,USD,grocery,merch_83c53978,app_transfer,dev_d81mgqyojp,US,US,False,,0,
txn_19bba0ad839f48,cust_219385f96d,acc_9e472973ee62,Kabir Gupta,kabir.gupta602@outlook.com,255,2026-06-21T15:36:44,57.0,USD,healthcare,merch_619368a8,app_transfer,dev_j643f1aysv,AE,AE,False,,0,
txn_d81ebb7cf90d4e,cust_4c43ca003a,acc_1a1c12d8ff40,Kabir Rao,kabir.rao625@outlook.com,1575,2026-06-21T15:37:18,15.03,USD,entertainment,merch_7d875516,card_present,dev_soty26gktu,SG,SG,False,,0,
txn_7d593582b8f34f,cust_8c2a2815b9,acc_46137b308e71,Dev Reddy,dev.reddy562@proton.me,104,2026-06-21T15:41:27,1.93,USD,grocery,merch_0b6cf4e2,card_not_present,dev_sxtlx06y9d,AE,AE,False,,0,
txn_501632dbdb3f4b,cust_1f7d9468e8,acc_09698707a500,Diya Reddy,diya.reddy838@gmail.com,1667,2026-06-21T15:51:37,29.92,INR,entertainment,merch_92b1d97b,card_not_present,dev_tuwm6grtjv,IN,IN,False,,0,
txn_a92574b044914f,cust_e1ef0e062b,acc_9caf88b4a019,Vivaan Das,vivaan.das940@outlook.com,910,2026-06-21T16:03:54,91.24,INR,electronics,merch_c4813046,app_transfer,dev_xgjurizr98,IN,IN,False,,0,
txn_480de30c57644c,cust_d4e0b4566f,acc_c36e149d233f,Simran Mehta,simran.mehta102@yahoo.com,2174,2026-06-21T16:07:18,62.37,INR,healthcare,merch_dda64412,card_not_present,dev_8eckc546rx,IN,IN,False,,0,
txn_cd8bd15aaf1b46,cust_935ad57cbd,acc_984182d32fe1,Arjun Kapoor,arjun.kapoor322@gmail.com,1047,2026-06-21T16:26:52,12.34,INR,utilities,merch_bde074ab,card_not_present,dev_uxdj1dek8g,IN,IN,False,,0,
txn_31242361eaad4b,cust_dc62234b37,acc_f57c36cb33f3,Arjun Khan,arjun.khan316@proton.me,2126,2026-06-21T16:39:54,22.01,INR,ecommerce_general,merch_5e0e8af3,wire,dev_ygk4m306ij,IN,IN,False,,0,
txn_b7bd555a22d840,cust_d19b28932b,acc_9f213fad0c8c,Ananya Kapoor,ananya.kapoor489@outlook.com,371,2026-06-21T16:39:58,12.09,INR,utilities,merch_a03f2ad6,card_present,dev_vdt7663c42,IN,IN,False,,0,
txn_c967e02cdb2c45,cust_2f8723b83e,acc_0eda50f67944,Myra Gupta,myra.gupta487@proton.me,1255,2026-06-21T16:44:23,7.86,USD,entertainment,merch_25abab55,wire,dev_sawhcrcwru,AE,AE,False,,0,
txn_d50087bfd4204b,cust_6ec8bf18d0,acc_8aca4fe63a0c,Diya Khan,diya.khan576@proton.me,1750,2026-06-21T16:53:10,93.28,INR,travel,merch_da4ae552,app_transfer,dev_l27lih6d07,IN,IN,False,,0,
txn_d004d17e6bec4c,cust_45aacb43ee,acc_82cfd0f3d2c4,Saanvi Nair,saanvi.nair208@gmail.com,69,2026-06-21T17:01:48,11.67,INR,grocery,merch_91dc5c6c,card_not_present,dev_1f8g0yi0dg,IN,IN,False,,0,
txn_bede9a25dafd4f,cust_98dd520dde,acc_95adfc06f70d,Ishaan Joshi,ishaan.joshi56@outlook.com,2040,2026-06-21T17:13:12,203.62,INR,travel,merch_a20f3cb7,card_not_present,dev_k9l1wdx68c,IN,IN,False,,0,
txn_b3576172755b4a,cust_4766f3bbcf,acc_3ff5020c700d,Myra Iyer,myra.iyer17@gmail.com,737,2026-06-21T17:21:25,51.24,INR,travel,merch_93cb3bf9,app_transfer,dev_gq095egvt6,IN,IN,False,,0,
txn_f8d8552cdb114b,cust_56b5e8d631,acc_caf49a44f44d,Rohan Nair,rohan.nair337@gmail.com,97,2026-06-21T17:25:47,11.11,USD,food_delivery,merch_fc277ebb,card_not_present,dev_hs10t7rxtj,SG,SG,False,,0,
txn_6b6f008f08464b,cust_c4a35747b5,acc_90abdb59eee7,Sana Das,sana.das154@outlook.com,463,2026-06-21T17:27:42,5.64,INR,entertainment,merch_ee801c47,app_transfer,dev_rodq4akm9e,IN,IN,False,,0,
txn_1d139b83b70341,cust_edc41afa3e,acc_98d4998ea7d9,Arjun Sharma,arjun.sharma918@yahoo.com,2019,2026-06-21T17:36:59,14.78,USD,food_delivery,merch_cee4d051,card_present,dev_q73smql2tb,AE,AE,False,,0,
txn_eb6acb91df994a,cust_be1c762edc,acc_748eaab6e388,Priya Verma,priya.verma637@outlook.com,2306,2026-06-21T17:40:39,9.03,USD,entertainment,merch_4525bd57,card_not_present,dev_zlkw5e11dx,AE,AE,False,,0,
txn_873ebec65d5142,cust_f151a5d7b1,acc_5ce9fc4ff69e,Karan Joshi,karan.joshi526@proton.me,1036,2026-06-21T17:59:51,5.48,INR,entertainment,merch_eb0a6d16,app_transfer,dev_3n0ssq98jj,IN,IN,False,,0,
txn_47f9f349d74f41,cust_78a3b7bc49,acc_818bde71dd26,Priya Patel,priya.patel67@gmail.com,965,2026-06-21T18:06:26,28.5,INR,grocery,merch_8c28e8a8,app_transfer,dev_k0vm59m6mg,IN,IN,False,,0,
txn_6110d02f406549,cust_20a3135b90,acc_7edb6868577b,Sana Joshi,sana.joshi656@gmail.com,693,2026-06-21T18:06:59,283.94,INR,travel,merch_5770e9cb,card_not_present,dev_rlgfr16wu1,IN,IN,False,,0,
txn_1bb4e2dbd45442,cust_9cc8269a6b,acc_c6ccb76a5fb7,Dev Rao,dev.rao579@proton.me,439,2026-06-21T18:16:01,288.55,INR,travel,merch_e8f69344,app_transfer,dev_dmxiwq7hrl,IN,IN,False,,0,
txn_53ce51b6b53247,cust_8378d933d2,acc_33a16cdf476c,Ananya Reddy,ananya.reddy248@yahoo.com,166,2026-06-21T18:16:55,47.63,USD,healthcare,merch_8b8b47e8,card_present,dev_fusdsmduuv,US,US,False,,0,
txn_e1a3309c47a341,cust_55cbd62533,acc_19a7517c5465,Karan Rao,karan.rao993@yahoo.com,1560,2026-06-21T18:31:23,54.83,INR,healthcare,merch_225464ae,card_not_present,dev_yec9wbsm14,IN,IN,False,,0,
txn_943b0d12ae8e45,cust_78be85ad9e,acc_22efd0cea689,Arjun Khan,arjun.khan978@proton.me,2184,2026-06-21T18:39:45,81.34,INR,utilities,merch_9fb54b01,card_present,dev_dgul2c8e7k,IN,IN,False,,0,
txn_87d2e7c510cd47,cust_b253861782,acc_97911d39d948,Rahul Patel,rahul.patel722@outlook.com,1236,2026-06-21T18:56:11,124.05,USD,healthcare,merch_aaa6058f,app_transfer,dev_6t0rkqxj67,AE,AE,False,,0,
txn_b70e4ce019d24a,cust_b8f49d6be2,acc_f9938f44405a,Neha Iyer,neha.iyer269@proton.me,1016,2026-06-21T18:56:36,9.88,INR,grocery,merch_a5227349,app_transfer,dev_t35yrwq2dx,IN,IN,False,,0,
txn_c73d86a3857649,cust_0cec0925a1,acc_5066eae0ce6c,Simran Sharma,simran.sharma576@outlook.com,2374,2026-06-21T18:58:23,3.6,INR,entertainment,merch_74af459e,card_present,dev_lopo6j0m3l,IN,IN,False,,0,
txn_3cc0b2e4335546,cust_79e55c145d,acc_f0ee09c29905,Pooja Joshi,pooja.joshi479@yahoo.com,1178,2026-06-21T19:01:35,66.38,USD,travel,merch_c7c5d065,app_transfer,dev_8rtig7zd9b,AE,AE,False,,0,
txn_2220f538fb1341,cust_de16d30bcc,acc_790a5c650dc1,Meera Reddy,meera.reddy397@outlook.com,869,2026-06-21T19:10:14,148.84,INR,healthcare,merch_463fffb5,card_present,dev_gn2b4jtj27,IN,IN,False,,0,
txn_6cebbbd0797044,cust_d3cf99c654,acc_527829f1ae44,Simran Kapoor,simran.kapoor60@yahoo.com,1594,2026-06-21T19:16:00,6.98,USD,food_delivery,merch_0c1fbe9a,card_present,dev_ai6parqjw7,GB,GB,False,,0,
txn_9a7c309489af4e,cust_e95c61a331,acc_891d467d886f,Rahul Iyer,rahul.iyer591@yahoo.com,540,2026-06-21T19:30:14,16.18,INR,ecommerce_general,merch_5fcb310d,card_not_present,dev_ipwn3ke9ou,IN,IN,False,,0,
txn_ab9fc6a1c2b146,cust_20a3135b90,acc_7edb6868577b,Sana Joshi,sana.joshi656@gmail.com,693,2026-06-21T19:43:58,88.9,INR,ecommerce_general,merch_2e5f7ff9,card_present,dev_rlgfr16wu1,IN,IN,False,,0,
txn_6e2cec5e648945,cust_dac46abcc5,acc_533fd5523054,Ananya Das,ananya.das648@yahoo.com,2051,2026-06-21T19:44:17,52.22,INR,utilities,merch_7ff13c20,card_not_present,dev_l8mpj4zgu5,IN,IN,False,,0,
txn_c55c3a343fe545,cust_cb1cf81381,acc_6d86982c5f16,Meera Kapoor,meera.kapoor288@outlook.com,109,2026-06-21T19:45:15,11.48,INR,grocery,merch_fbbdc814,card_present,dev_lgelw8ivi3,IN,IN,False,,0,
txn_62aebccfcf394d,cust_46646c631f,acc_3c9f6de3cc85,Simran Joshi,simran.joshi885@outlook.com,473,2026-06-21T19:56:43,5.81,USD,grocery,merch_53718319,card_not_present,dev_1m00lqrl9c,SG,SG,False,,0,
txn_98681207e07546,cust_0e4d8e87cf,acc_6a3ff7d673b4,Priya Gupta,priya.gupta563@proton.me,2338,2026-06-21T20:05:09,14.56,INR,food_delivery,merch_11831eb3,card_not_present,dev_9b8eklwjep,IN,IN,False,,0,
txn_b3f73f1a03c64e,cust_20a3135b90,acc_7edb6868577b,Sana Joshi,sana.joshi656@gmail.com,693,2026-06-21T20:14:47,43.54,INR,food_delivery,merch_d34cc227,card_not_present,dev_rlgfr16wu1,IN,IN,False,,0,
txn_78e088ec04174e,cust_570e4c0e9c,acc_202ec520186d,Ananya Kapoor,ananya.kapoor802@gmail.com,1121,2026-06-21T20:20:33,20.09,USD,ecommerce_general,merch_175b8258,app_transfer,dev_4yl5diu321,GB,GB,False,,0,
txn_d6815d87ba1649,cust_468eb7199b,acc_12dff0b25c93,Karan Kapoor,karan.kapoor203@outlook.com,125,2026-06-21T20:35:23,16.8,INR,grocery,merch_251f271c,card_not_present,dev_toz5sthslm,IN,IN,False,,0,
txn_1c97ac036e744a,cust_169679eb68,acc_375a62cea262,Sana Reddy,sana.reddy343@proton.me,1219,2026-06-21T20:53:26,87.33,USD,ecommerce_general,merch_83b3d171,card_not_present,dev_tfrsa8zfaw,US,US,False,,0,
txn_984c7edc534743,cust_4c1da1679e,acc_1368a2be79ef,Aditya Rao,aditya.rao861@yahoo.com,1790,2026-06-21T21:24:38,13.89,USD,ecommerce_general,merch_c5f4695c,card_not_present,dev_aqlo36jwbw,DE,DE,False,,0,
txn_49c26582708a43,cust_c60c3ea334,acc_7e4ff25d3966,Arjun Joshi,arjun.joshi905@proton.me,1578,2026-06-21T21:31:07,12.0,INR,healthcare,merch_b1e71156,card_not_present,dev_9zek82nxt2,IN,IN,False,,0,
txn_02b97e0aacad4d,cust_98dd520dde,acc_95adfc06f70d,Ishaan Joshi,ishaan.joshi56@outlook.com,2040,2026-06-21T21:31:29,99.86,INR,ecommerce_general,merch_a6e59c77,card_not_present,dev_k9l1wdx68c,IN,IN,False,,0,
txn_db94acb9e18a47,cust_c13de6177f,acc_842d88b2286b,Ishaan Sharma,ishaan.sharma760@outlook.com,932,2026-06-21T21:34:49,30.13,INR,grocery,merch_dd885d7d,card_not_present,dev_fd0tvbdivu,IN,IN,False,,0,
txn_90011a8b3a7248,cust_8378d933d2,acc_33a16cdf476c,Ananya Reddy,ananya.reddy248@yahoo.com,166,2026-06-21T22:30:44,36.0,USD,apparel,merch_ed1d8fb6,app_transfer,dev_fusdsmduuv,US,US,False,,0,
txn_1eaf17ca01f145,cust_78be85ad9e,acc_22efd0cea689,Arjun Khan,arjun.khan978@proton.me,2184,2026-06-21T22:32:56,167.94,INR,electronics,merch_0ac4767a,card_not_present,dev_dgul2c8e7k,IN,IN,False,,0,
txn_0d301f5b04d143,cust_72ed6ba465,acc_e9e7434d370b,Aarav Kapoor,aarav.kapoor70@gmail.com,2381,2026-06-21T22:32:57,7.92,INR,utilities,merch_3ab90faf,card_present,dev_vxejaxvt7c,IN,IN,False,,0,
txn_7adb8a7c8aac49,cust_211416fa17,acc_a348c9ba253d,Vivaan Verma,vivaan.verma398@gmail.com,2403,2026-06-21T22:33:32,16.7,INR,entertainment,merch_1c7adf4e,wire,dev_wtrshrbsh1,IN,IN,False,,0,
txn_fb7e5145223047,cust_3880c96edc,acc_5f46558baa8d,Kabir Gupta,kabir.gupta319@outlook.com,313,2026-06-21T22:59:50,16.71,INR,ecommerce_general,merch_c9c4fa7e,card_not_present,dev_vg6dozhr1p,IN,IN,False,,0,
txn_d9346e421c3e48,cust_cf6f470c9d,acc_912e43e5c9e6,Arjun Joshi,arjun.joshi548@proton.me,2375,2026-06-21T23:02:06,62.3,INR,healthcare,merch_6107ba51,app_transfer,dev_87oky16bri,IN,IN,False,,0,
txn_348bb94127a947,cust_0be1618441,acc_0f132d52eab6,Arjun Kapoor,arjun.kapoor659@yahoo.com,1112,2026-06-21T23:11:04,25.54,INR,apparel,merch_dd835e3b,card_not_present,dev_w19jojwlrk,IN,IN,False,,0,
txn_8024974257824f,cust_274c85aeb9,acc_23ab17baee73,Aarav Verma,aarav.verma839@outlook.com,1584,2026-06-21T23:24:50,40.39,USD,healthcare,merch_afcf572d,card_present,dev_xnko5bgife,US,US,False,,0,
